category,images,contains
apple,DQTu7CPW4AY87Gy.jpg,0
chocolate,DqtUKq8X4AA5A_i.jpg,1
egg,Dqv62kDWwAAKjWn.jpg,0
croissant,DQv6heCUQAAvWhD.jpg,1
date,Dqvyu1QXgAAPP2L.jpg,1
carrot,DqW_tdRX0AAPy1l.jpg,1
cheese,Dqw-YgWWwAMWsYD.jpg,0
mushroom,DqWn9BIWoAAXM2S.jpg,0
mushroom,DqWn9BJXgAAD-Mq.jpg,0
fruit salad,DQWYQ8XW4AA2l8J.jpg,0
biscuit OR cookie,DQXDbJTWkAA-u_J.jpg,1
pizza,DqxdhwoXcAA1AmF.jpg,1
cheese,DqxO07-WkAAhAFu.jpg,1
almond,DqXPtxVW4AE1z6O.jpg,0
chocolate,DqXPtxVW4AE1z6O.jpg,1
hazelnut,DqXPtxVW4AE1z6O.jpg,0
praline,DqXPtxVW4AE1z6O.jpg,0
almond,DqXPvuZWoAIvCZK.jpg,0
chocolate,DqXPvuZWoAIvCZK.jpg,0
hazelnut,DqXPvuZWoAIvCZK.jpg,0
praline,DqXPvuZWoAIvCZK.jpg,0
bacon,DqXW4qIWoAAGEHH.jpg,1
cheese,DqXW4qIWoAAGEHH.jpg,1
hamburger OR burger,DqXW4qIWoAAGEHH.jpg,1
curry,DQXWB1MXcAAlGLC.jpg,0
sauce,DQXWB1MXcAAlGLC.jpg,1
sweet potato,DQXWB1MXcAAlGLC.jpg,1
biscuit OR cookie,DQxzYyBUMAERGPj.jpg,1
biscuit OR cookie,DQy12l2W0AAQXIu.jpg,1
bean,DQyccpnVwAA0Nw4.jpg,0
chips OR french fries OR crisps OR country fries,DqYE1adWwAE7w4b.jpg,1
bread,DQYjo_VXUAA5vGi.jpg,1
biscuit OR cookie,DQYkwLwWsAEhabr.jpg,1
biscuit OR cookie,DQYlALAWsAE7mhl.jpg,1
biscuit OR cookie,DQYlALhWkAA6kGu.jpg,1
biscuit OR cookie,DQYlALQXkAAvmF1.jpg,1
biscuit OR cookie,DQYlALVWsAA88kX.jpg,1
soup,DqymCXhXgAEkkgI.jpg,1
cheese,DqZ-FadX4AE6Qjo.jpg,1
chocolate,DqZ9heoWoAAqfWk.jpg,1
chocolate,DR__bE0XUAAIyAp.jpg,0
chocolate,DR__KrTW0AAJt3j.jpg,1
chocolate,DR13ASSX4AEiH9e.jpg,1
salad dressing,DR143w0X4AEpC78.jpg,0
chickpea,DR6aGtTW0AECfJC.jpg,0
olive,Dr9ywEuX0AAu4Au.jpg,0
cheese,DrA4gtDXcAABvpv.jpg,1
biscuit OR cookie,DRAEfazXcAcB5vO.jpg,0
biscuit OR cookie,DRAEkv9XUAEBiWp.jpg,0
mushroom,DrbIGsMWsAMslfh.jpg,1
pancake,DRbjGO3WsAEJ--g.jpg,1
biscuit OR cookie,DRd-q2tXUAAmCCv.jpg,0
butter,DRd-q2tXUAAmCCv.jpg,0
cake,DRd-q2tXUAAmCCv.jpg,0
bread,Dre-BCAXgAEAdR_.jpg,1
olive,Dre-BCAXgAEAdR_.jpg,0
cake,DRE3ZLwXkAAKUl6.jpg,0
chocolate,DRE3ZLwXkAAKUl6.jpg,1
(yaourt OR yahourt OR yogourt OR yoghourt),DRE722hWsAAmjFh.jpg,1
banana,DRE722hWsAAmjFh.jpg,1
honey,DRE722hWsAAmjFh.jpg,1
mandarine,DRE722hWsAAmjFh.jpg,1
orange,DRE722hWsAAmjFh.jpg,1
tomato,DRE722hWsAAmjFh.jpg,0
tiramisu,DrEe5U6WoAEUyvC.jpg,0
chocolate,DrEy8eAXcAAGX66.jpg,1
cake,Drf-NtiWkAEH2Ga.jpg,0
chicory,Drf-NtiWkAEH2Ga.jpg,0
chocolate,Drf-NtiWkAEH2Ga.jpg,0
hamburger OR burger,Drf-NtiWkAEH2Ga.jpg,0
orange,Drf-NtiWkAEH2Ga.jpg,0
pea,Drf-NtiWkAEH2Ga.jpg,1
raisin,Drf-NtiWkAEH2Ga.jpg,0
cake,Drf-O9uXcAEchei.jpg,0
chicory,Drf-O9uXcAEchei.jpg,0
chocolate,Drf-O9uXcAEchei.jpg,0
hamburger OR burger,Drf-O9uXcAEchei.jpg,0
orange,Drf-O9uXcAEchei.jpg,0
pea,Drf-O9uXcAEchei.jpg,0
raisin,Drf-O9uXcAEchei.jpg,0
cake,Drf-QJGWsAE75q5.jpg,1
chicory,Drf-QJGWsAE75q5.jpg,0
chocolate,Drf-QJGWsAE75q5.jpg,0
hamburger OR burger,Drf-QJGWsAE75q5.jpg,0
orange,Drf-QJGWsAE75q5.jpg,0
pea,Drf-QJGWsAE75q5.jpg,0
raisin,Drf-QJGWsAE75q5.jpg,1
mushroom,Drf1VLtWsAE5m59.jpg,1
spaghetti,DrfLFreWsAEKTJl.jpg,0
orange,DRfzo-HWsAA4l3X.jpg,0
raclette,DrgDuxMWoAEMmU-.jpg,0
cheese,DrGGM7wWoAAVqcV.jpg,1
vegetable,DRgOP2AW0AAv6Fg.jpg,0
vegetable,DRgOXWUXUAAKUeU.jpg,1
vegetable,DRgOZx7XcAAHn-L.jpg,1
salad,Drgw_QOWkAEIjTI.jpg,0
pizza,DRHarQNXkAIqaQ6.jpg,1
date,DRHQ0ZWW4AE6u_r.jpg,0
chocolate,DrI5xQ3X4AUyh5d.jpg,0
couscous,DRj3l_bXkAAeQuk.jpg,1
taboule OR couscous,DRj3l_bXkAAeQuk.jpg,0
orange,DrJDN8xWwAA560N.jpg,1
beef,DrjkZ94X4AASHVy.jpg,0
hamburger OR burger,DrjkZ94X4AASHVy.jpg,0
eggplant,DRk_1iSWsAEkx_V.jpg,0
pork,DRk_1iSWsAEkx_V.jpg,1
eggplant,DRk_3ofXUAEYqu7.jpg,0
pork,DRk_3ofXUAEYqu7.jpg,1
eggplant,DRk_xkDXkAAmhqH.jpg,1
pork,DRk_xkDXkAAmhqH.jpg,0
eggplant,DRk_z4mXcAAa14i.jpg,0
pork,DRk_z4mXcAAa14i.jpg,0
egg,DRKgNw-XkAIunR6.jpg,1
beef,DrKmTeuXgAARt4c.jpg,1
lasagne,DrKmTeuXgAARt4c.jpg,1
pasta OR noodles,DrKmTeuXgAARt4c.jpg,1
beef,DrKmWFVW4AQ0mlt.jpg,1
lasagne,DrKmWFVW4AQ0mlt.jpg,1
pasta OR noodles,DrKmWFVW4AQ0mlt.jpg,1
chocolate,DrkOCBiX0AAQhwe.jpg,1
pork,Drl6tnEXQAAgVt7.jpg,1
soup,Drl6tnEXQAAgVt7.jpg,1
cream,DRlPVXBWsAAMRzG.jpg,0
ice cream,DRlPVXBWsAAMRzG.jpg,1
biscuit OR cookie,DRLqqXcWsAEXpoV.jpg,1
cabbage,DrlS8nnXQAErlaA.jpg,0
sauce,DrlS8nnXQAErlaA.jpg,0
tofu,DrlS8nnXQAErlaA.jpg,1
cabbage,DrlS9a2WwAAPX6v.jpg,1
sauce,DrlS9a2WwAAPX6v.jpg,1
tofu,DrlS9a2WwAAPX6v.jpg,0
chips OR french fries OR crisps OR country fries,DRlZvmFW0AEMzry.jpg,0
crisps,DRlZvmFW0AEMzry.jpg,0
hamburger OR burger,DRlZvmFW0AEMzry.jpg,1
banana,DRMENLWWsAEqnuH.jpg,1
tomato sauce,Dro_DFTWwAEyOGu.jpg,1
nut,DrowxKbX4AAgOcc.jpg,0
butter,DrPM52AXgAA0w7K.jpg,0
nut,DrPM52AXgAA0w7K.jpg,0
rice,DrPM52AXgAA0w7K.jpg,0
walnut,DrPM52AXgAA0w7K.jpg,0
butter,DrPM52BXcAIGsxs.jpg,0
nut,DrPM52BXcAIGsxs.jpg,0
rice,DrPM52BXcAIGsxs.jpg,1
walnut,DrPM52BXcAIGsxs.jpg,0
butter,DrPM52DXgAE_qKt.jpg,0
nut,DrPM52DXgAE_qKt.jpg,0
rice,DrPM52DXgAE_qKt.jpg,1
walnut,DrPM52DXgAE_qKt.jpg,0
butter,DrPM52LWwAQUYVd.jpg,0
nut,DrPM52LWwAQUYVd.jpg,0
rice,DrPM52LWwAQUYVd.jpg,1
walnut,DrPM52LWwAQUYVd.jpg,0
bacon,DRpqeJzW0AAt-xO.jpg,1
carrot,DRpqgIRWAAASkwy.jpg,1
celeriac,DRpqgIRWAAASkwy.jpg,1
beef,DRpqkG_WAAAEDM2.jpg,1
tomato,DrpXSG4XcAAhJ7u.jpg,1
rosti,DrPZe24WwAAIznc.jpg,1
chicken,DRq0NqbWkAAdhjN.png,1
honey,Drqide6WkAAnwv2.jpg,0
hamburger OR burger,DRrgOkHW4AAJaUB.jpg,1
chocolate,DRRrM4oW4AACjrc.jpg,1
biscuit OR cookie,Drt2eu3WwAE816i.jpg,1
chocolate,DrU1IueWkAEs7Rs.jpg,1
chocolate,DrucsJ7WwAAsBI8.jpg,1
tofu,DRuje1_X0AANiE4.jpg,0
raclette,DRutPXKVoAAouQr.jpg,1
chocolate,DRUU7DtX4AAHLu0.jpg,1
chocolate,DrUWftYWoAImSQ2.jpg,1
bread,DRuZmTwXkAAU2Sr.jpg,0
rice,DrV-oV_WwAE7wDo.jpg,1
pizza,DRvW5a5WkAEQIm-.jpg,1
cake,DrvwkmWWsAAuMts.jpg,1
tart,DrvwkmWWsAAuMts.jpg,0
cake,DrVWQq4X0AEySyz.jpg,1
cake,DRVYAKFXkAAuYaB.jpg,1
chocolate,DRVYAKFXkAAuYaB.jpg,0
raclette,DRwNEuVWkAA3N62.jpg,1
potato,Dryt6BnXgAAEmw4.jpg,0
raclette,Dryt6BnXgAAEmw4.jpg,1
biscuit OR cookie,DrYyWN3XcAAgYnW.jpg,1
chocolate,DRzqX7bWAAA9TKB.jpg,0
croissant,Ds1o31tXcAAEZrn.jpg,1
cheese,Ds2DJyNXQAAJ2iy.jpg,0
raclette,Ds2DJyNXQAAJ2iy.jpg,1
milk,Ds2MvyMWkAAIB2W.jpg,0
parmesan,Ds2MvyMWkAAIB2W.jpg,1
pasta OR noodles,Ds2MvyMWkAAIB2W.jpg,0
pepper,Ds2MvyMWkAAIB2W.jpg,0
pumpkin,Ds2MvyMWkAAIB2W.jpg,1
cake,DS2U4kLX0AAnMTF.jpg,1
bread,DS38Z-WX4AYkdX4.jpg,1
cheese,DS38Z-WX4AYkdX4.jpg,0
tuna,DS38Z-WX4AYkdX4.jpg,1
avocado,DS3B5UZWAAE1PyL.jpg,1
egg,DS3B5UZWAAE1PyL.jpg,1
tomato,DS3cCQlWkAEPCVG.jpg,0
vegetable,DS3cCQlWkAEPCVG.jpg,1
biscuit OR cookie,Ds3O34SWkAAHLM6.jpg,1
grits OR polenta OR (maize flour),Ds3TJIwX4AIOyf8.jpg,0
pasta OR noodles,Ds3TJIwX4AIOyf8.jpg,1
grits OR polenta OR (maize flour),Ds3TKUHXoAUmtnX.jpg,0
pasta OR noodles,Ds3TKUHXoAUmtnX.jpg,1
beef,DS5FBexX0AAPKaB.jpg,1
curry,DS5FBexX0AAPKaB.jpg,1
raclette,Ds7ACn2XoAAlbOP.jpg,0
raclette,Ds7ACn5W0AAZN68.jpg,0
cream,Ds8fQ4uX4AALGyI.jpg,0
pear,Ds8fQ4uX4AALGyI.jpg,1
sauce,Ds8fQ4uX4AALGyI.jpg,1
sauce cream,Ds8fQ4uX4AALGyI.jpg,0
spaetzle,Ds8fQ4uX4AALGyI.jpg,1
almond,Ds8WQEHW0AATu_h.jpg,0
grits OR polenta OR (maize flour),DscDl0XWwAAc4vu.jpg,1
mushroom,DsdB5RyWkAISkAc.jpg,0
carrot,DsEDgngXgAE6znE.jpg,0
chickpea,DsEDgngXgAE6znE.jpg,1
peanut,DsEDgngXgAE6znE.jpg,0
pesto,DsEDgngXgAE6znE.jpg,1
soup,DsEDgngXgAE6znE.jpg,1
carrot,DsEEZHyWoAYDKgq.jpg,0
chickpea,DsEEZHyWoAYDKgq.jpg,1
peanut,DsEEZHyWoAYDKgq.jpg,0
pesto,DsEEZHyWoAYDKgq.jpg,1
soup,DsEEZHyWoAYDKgq.jpg,1
mango,DSh6k8zWsAA82FN.jpg,0
bread,DsH8fzSVYAAQky9.jpg,1
cheese,DsH8fzSVYAAQky9.jpg,1
potato,DsH8fzSVYAAQky9.jpg,1
avocado,DSharQRXUAAC0Mr.jpg,0
grape,DSharQRXUAAC0Mr.jpg,0
spinach,DSharQRXUAAC0Mr.jpg,0
spaghetti,DsHH-nDWsAAR-lO.jpg,1
apricot,DsHh3CyW0AERe8_.jpg,0
avocado,DShhPk5XUAAFOTA.jpg,0
grape,DShhPk5XUAAFOTA.jpg,0
spinach,DShhPk5XUAAFOTA.jpg,0
honey,DSHU3pKWAAcIs5I.jpg,1
pizza,Dsi_ZKUWsAAZxrh.jpg,1
raclette,DSI05L0WkAAHTdm.jpg,1
chocolate,DSiAbaCXUAAww_Z.jpg,0
cake,DsiAIg-XoAEb_m6.jpg,1
lemon,DsiAIg-XoAEb_m6.jpg,0
chocolate,DSikHG-WsAAdysp.jpg,0
pizza,Dsj4wqJWoAAV_DW.jpg,1
mandarine,DSjJeyYW0AA4nFb.jpg,0
mandarine,DSjJfZ2W0AAp4Hi.jpg,0
mandarine,DSjJgJzWkAEdGoO.jpg,0
mandarine,DSjJgsUWsAEw0H-.jpg,0
chocolate,DsJMqg9X4AAwGP_.jpg,1
hamburger OR burger,DsjOkUsU8AAZGfj.jpg,1
blueberry,DSjTNUbW4BI6-B1.jpg,0
butter,DsjzCXVXcAAjUmw.jpg,0
berry,DsmvfneXcAAaMxF.jpg,1
cheese,DsmvfneXcAAaMxF.jpg,0
quiche OR (puff pastry),DsmvfneXcAAaMxF.jpg,1
berry,Dsmvgg8XQAAty5I.jpg,0
cheese,Dsmvgg8XQAAty5I.jpg,0
quiche OR (puff pastry),Dsmvgg8XQAAty5I.jpg,0
date,DsNAfdCWoAEk0jU.jpg,0
beef,DsnbEamXcAIOyJd.jpg,1
cabbage,DsnbEamXcAIOyJd.jpg,1
soup,DsnbEamXcAIOyJd.jpg,0
corn,DSnK1H0XUAA28Fp.jpg,0
chicken,DSnzIQdWAAAN-37.jpg,1
chocolate,DSnzIQdWAAAN-37.jpg,0
chicken,DSnzJJVXkAErO4F.jpg,0
chocolate,DSnzJJVXkAErO4F.jpg,1
soup,DSocjo2W0AIHzRe.jpg,1
date,DSogkWlXkAIxend.jpg,0
bread,DSOhpzgXkAA7xbo.jpg,0
mango,DSonMvhXkAA2pf5.jpg,0
sauce,DsOSl3pX4AA7SDG.jpg,1
sauce,DsOSl3qX4AAX2Um.jpg,1
sauce,DsOSl3vWoAAseoq.jpg,1
sauce,DsOSl4UXgAAhATt.jpg,1
muesli,DSPA9CZXUAALM1q.jpg,1
chocolate,DSPcT6DW0AA4gvi.jpg,1
chocolate,DSPcVf3WsAA3uIs.jpg,1
chocolate,DSPcXBvX0AAWTBK.jpg,1
pizza,DssBQxkWsAEs9Eh.jpg,1
cake,DSSe4CGW4AAgzCa.jpg,1
cheese,DSsuDaeX4AAGwLw.jpg,1
date,DsszTurWoAIzIHV.jpg,0
date,DsszU-zWsAAyot9.jpg,0
pasta OR noodles,DsT7qNtWsAE0-1n.jpg,0
pizza,DsT7qNtWsAE0-1n.jpg,1
spaghetti,DsT7qNtWsAE0-1n.jpg,0
orange,DSTAu5OWsAAStf3.jpg,0
bread,DsTDvuvXQAIpOnS.jpg,1
bean,DsTHjw0XcAAodRb.jpg,0
pasta OR noodles,DsTHjw0XcAAodRb.jpg,0
bean,DsTHjwqXgAEhPcZ.jpg,1
pasta OR noodles,DsTHjwqXgAEhPcZ.jpg,1
cheese,DSThqGcW0AAT4ri.jpg,0
raclette,DSThqGcW0AAT4ri.jpg,1
cake,DsTUg1UXoAAjVj4.jpg,1
cake,DsTUg4yXcAAYb1u.jpg,1
cheese,DSUT6ccW4AEOwdJ.jpg,1
mushroom,DSUT6ccW4AEOwdJ.jpg,0
potato,DSUT6ccW4AEOwdJ.jpg,0
cheese,DSUT6cmW0AAe77e.jpg,0
mushroom,DSUT6cmW0AAe77e.jpg,0
potato,DSUT6cmW0AAe77e.jpg,0
cheese,DSUT6cpXUAAhHtc.jpg,1
mushroom,DSUT6cpXUAAhHtc.jpg,1
potato,DSUT6cpXUAAhHtc.jpg,0
cheese,DSUT6czWsAEywoh.jpg,0
mushroom,DSUT6czWsAEywoh.jpg,1
potato,DSUT6czWsAEywoh.jpg,0
pate,DSUzyhvWAAAJBW0.jpg,0
chocolate,DSVDT0NX0AANwYb.jpg,1
cream,DswpOf3WkAA_3e6.jpg,0
tiramisu,DSXH55SWkAAihM4.jpg,1
muesli,DSxJUvrXUAA_-g5.jpg,1
rice,DsxnzXoXcAALvAM.jpg,-
bread,DSXrZbaX0AAdIpl.jpg,1
butter,DSXrZbaX0AAdIpl.jpg,1
cheese,DSXrZbaX0AAdIpl.jpg,1
gruyere,DSXrZbaX0AAdIpl.jpg,1
jam,DSXrZbaX0AAdIpl.jpg,1
chocolate,DSxXgRTW0AAeacd.jpg,1
raclette,DsyC7-qXgAIZshj.jpg,1
raclette,DsyC8BkX4AE7eFI.jpg,1
chocolate,DsykAu8WwAESFxr.jpg,1
cheese,DsYLO80WoAAb0F8.jpg,1
salmon,DSYM4WpWsAAZ4l1.jpg,1
sauce,DsZIjYMWoAAYwD_.jpg,1
sauce,DsZIjYPW0AYtvM9.jpg,1
cheese,DSzTR0BXkAAI-lX.jpg,1
raspberry,DSzTR0BXkAAI-lX.jpg,0
salad,DSzTR0BXkAAI-lX.jpg,1
cheese,DSzTSoQXkAA8FbS.jpg,0
raspberry,DSzTSoQXkAA8FbS.jpg,0
salad,DSzTSoQXkAA8FbS.jpg,0
cheese,DSzTTb_WkAEJVeH.jpg,0
raspberry,DSzTTb_WkAEJVeH.jpg,0
salad,DSzTTb_WkAEJVeH.jpg,0
raclette,Dt__GhUWwAASYC6.jpg,0
chocolate,DT_-d27WkAAuYmo.jpg,1
soup,DT_BHqUXcAAKVxx.jpg,0
soup,DT_BIYYW4AE8gsc.jpg,0
soup,DT_BJvAX0AAy54G.jpg,0
pear,DT_IzZKW0AAvsGf.jpg,0
pasta OR noodles,Dt--1BhX4AEZSYN.jpg,1
spaghetti,Dt--1BhX4AEZSYN.jpg,1
tuna,Dt--1BhX4AEZSYN.jpg,1
chocolate,DT0GnxPWkAA3sMH.jpg,0
croissant,DT0GnxPWkAA3sMH.jpg,1
honey,Dt0J1eYWsAAMJSg.jpg,0
broccoli,DT1fn22W4AAktvb.jpg,1
chicken,DT1fn22W4AAktvb.jpg,1
broccoli,DT1fn2jW0AAOSJx.jpg,1
chicken,DT1fn2jW0AAOSJx.jpg,1
broccoli,DT1fn2kW4AUDHG1.jpg,1
chicken,DT1fn2kW4AUDHG1.jpg,1
broccoli,DT1fn2kXUAEySgk.jpg,0
chicken,DT1fn2kXUAEySgk.jpg,1
cheese,DT2nxIVWAAEwFBI.jpg,0
cheese,DT2nxIWXUAIvlJE.jpg,1
bean,DT2vgQ4WkAAh_Wx.jpg,0
honey,DT2vgQ4WkAAh_Wx.jpg,0
lemon,DT2vgQ4WkAAh_Wx.jpg,1
bean,Dt5OLIvXgAAm6Oa.jpg,0
raclette,Dt6g803WoAU-Gdf.jpg,1
brownie,Dt6J7vTWkAAikO1.jpg,0
bacon,Dt6sDNXXQAEx00O.jpg,1
grape,Dt6sDNXXQAEx00O.jpg,0
mushroom,Dt6sDNXXQAEx00O.jpg,1
chocolate,DT7-3peX4AEEHyZ.jpg,0
cheese,Dt96lPYXgAEVcoe.jpg,1
crepe,DTa5w37WAAA6I4Z.jpg,1
pancake,DTa5w37WAAA6I4Z.jpg,0
bean,DTa6JiFXUAAK2MV.jpg,0
raclette,DtafhNAXoAA2hHZ.jpg,1
biscuit OR cookie,Dtaie3xX4AEG1qL.jpg,0
biscuit OR cookie,DtbEQ-dWwAEvtvA.jpg,1
biscuit OR cookie,DtbESRMWkAAFXxF.jpg,1
biscuit OR cookie,DtbETZVWkAAh-V0.jpg,1
ice cream,DTbZuh9W0AATd6R.jpg,0
chips OR french fries OR crisps OR country fries,DtbZw4RWwAABQrq.jpg,0
crisps,DtbZw4RWwAABQrq.jpg,0
lemon,DtbZw4RWwAABQrq.jpg,1
tart,DtbZw4RWwAABQrq.jpg,1
chips OR french fries OR crisps OR country fries,DtbZySfWsAAUALk.jpg,0
crisps,DtbZySfWsAAUALk.jpg,0
lemon,DtbZySfWsAAUALk.jpg,1
tart,DtbZySfWsAAUALk.jpg,1
pizza,DTcc6IVWAAAKUrL.jpg,1
pizza,DTcc6IYX4AABwlp.jpg,0
pesto,DtCCaKRUwAAB_hG.jpg,1
soup,DtCi5xvWwAIMElY.jpg,1
hamburger OR burger,DTcixSgXkAM1HVH.jpg,1
pizza,DtCJBXoXQAA8Ixw.jpg,1
hamburger OR burger,DtFTLt0WsAAiPDx.jpg,1
hamburger OR burger,DtFTLt8WkAAwIYg.jpg,1
beef,DTFY6RHWkAAvlH4.jpg,1
chicken,DTFY6RHWkAAvlH4.jpg,0
mushroom,DTFY6RHWkAAvlH4.jpg,0
chips OR french fries OR crisps OR country fries,DTg7sBeX4AEmdoK.jpg,0
crisps,DTg7sBeX4AEmdoK.jpg,0
mozzarella,DTg7sBeX4AEmdoK.jpg,0
pizza,DTg7sBeX4AEmdoK.jpg,0
chips OR french fries OR crisps OR country fries,DTg7sBfX4AE4nKc.jpg,1
crisps,DTg7sBfX4AE4nKc.jpg,0
mozzarella,DTg7sBfX4AE4nKc.jpg,1
pizza,DTg7sBfX4AE4nKc.jpg,1
chips OR french fries OR crisps OR country fries,DTg7sBfXUAQCxvK.jpg,0
crisps,DTg7sBfXUAQCxvK.jpg,0
mozzarella,DTg7sBfXUAQCxvK.jpg,0
pizza,DTg7sBfXUAQCxvK.jpg,1
pancake,DTge0itWsAAlktD.jpg,1
pancake,DTge1TUW0AEzYpr.jpg,1
pancake,DTge20tX0AAFnyu.jpg,0
pancake,DTge2G4W4AAWCBY.jpg,
salad,DTGFVhGUQAEIgWg.jpg,1
soup,DTGFVhGUQAEIgWg.jpg,1
chicken,DtGJGhhX4AA4x06.jpg,1
salad,DtGJGhhX4AA4x06.jpg,1
sushi,DtGJGhhX4AA4x06.jpg,0
bacon,DTGsm0tXcAAr9le.jpg,0
chocolate,DtGYU9qWoAIBWeG.jpg,1
potato,DTHkWrWX4AUPW-y.jpg,1
salad,DTHkWrWX4AUPW-y.jpg,0
sausage,DTHkWrWX4AUPW-y.jpg,1
chicken,DThyMwRXcAESAd4.jpg,1
honey,DThyMwRXcAESAd4.jpg,1
chocolate,DTIaUqwX4AAb0ag.jpg,1
bacon,DtJlcOxXoAAVlqE.jpg,0
egg,DtJlcOxXoAAVlqE.jpg,0
egg scrambled,DtJlcOxXoAAVlqE.jpg,0
salmon,DtJlcOxXoAAVlqE.jpg,1
watermelon,DtJlcOxXoAAVlqE.jpg,0
bacon,DtJlcoyWkAA1SD0.jpg,1
egg,DtJlcoyWkAA1SD0.jpg,0
egg scrambled,DtJlcoyWkAA1SD0.jpg,1
salmon,DtJlcoyWkAA1SD0.jpg,0
watermelon,DtJlcoyWkAA1SD0.jpg,1
bacon,DtJldGFX4AACJwz.jpg,1
egg,DtJldGFX4AACJwz.jpg,0
egg scrambled,DtJldGFX4AACJwz.jpg,1
salmon,DtJldGFX4AACJwz.jpg,0
watermelon,DtJldGFX4AACJwz.jpg,0
banana,DTk_zY6WsAAd2ID.jpg,0
pancake,DTk_zY6WsAAd2ID.jpg,1
croissant,DTK0QOgXUAAuK6o.jpg,1
chocolate,DtkEklYW4AAVQmD.jpg,1
chocolate,DtkHnqRWkAAkk7_.jpg,1
chocolate,DtkHpvrXQAAG_YK.jpg,1
cabbage,DtkX2ZpW4AA5_zA.jpg,0
pork,DtkX2ZpW4AA5_zA.jpg,1
bread,Dtm9WILWkAAKFff.jpg,0
chocolate,Dtm9WILWkAAKFff.jpg,1
bread,Dtm9WILWoAIvrob.jpg,0
chocolate,Dtm9WILWoAIvrob.jpg,0
bread,Dtm9WIMXcAAqbay.jpg,0
chocolate,Dtm9WIMXcAAqbay.jpg,1
chips OR french fries OR crisps OR country fries,DtmBlosWwAYGB5w.jpg,0
chocolate,DtmBlosWwAYGB5w.jpg,0
crisps,DtmBlosWwAYGB5w.jpg,0
nut,DtmBlosWwAYGB5w.jpg,0
chicken,DTmIGXxWkAEcOc0.jpg,0
bacon,DTNT8A5XkAE6Y9T.jpg,0
beef,DTNT8A5XkAE6Y9T.jpg,0
chocolate,DTOPelQWkAAUUfe.jpg,0
croissant,DTp-QF1WAAAxNEk.jpg,1
chocolate,Dtpj7V2X4AA-F-X.jpg,1
brownie,DtPsiqtWkAA1qxy.jpg,1
corn,DTpzNaGW0AAC2lX.jpg,0
tart,DTpzNaGW0AAC2lX.jpg,0
apple,DtQU0TJW0AANJzC.jpg,0
apple,DtQU2vIWwAEe5Wm.jpg,0
apple,DtQU32nXcAAxhbO.jpg,0
soup,DTR4L9aXkAA1bxa.jpg,1
banana,DTrLvLTWkAA3rBu.jpg,1
pancake,DTrLvLTWkAA3rBu.jpg,1
chicken,DTRnV-lWsAA7chq.jpg,0
pepper,DTRnV-lWsAA7chq.jpg,0
chicken,DTRnV-mX0AE_9hH.jpg,1
pepper,DTRnV-mX0AE_9hH.jpg,1
chicken,DTRnV-oX0AMxBWq.jpg,1
pepper,DTRnV-oX0AMxBWq.jpg,0
raclette,DTsAN0vWkAEOf5D.jpg,1
raclette,DTsAPWPWsAMlPSz.jpg,0
bread,DTsBUm_WAAQrNFf.jpg,0
seeds,DTsBUm_WAAQrNFf.jpg,0
tomato,DTsBUm_WAAQrNFf.jpg,0
sushi,DTSjRzHWAAAVHf0.jpg,1
pasta OR noodles,DTSLh5WWAAIGiMS.jpg,0
pizza,DTSLh5WWAAIGiMS.jpg,0
corn,DtV9gF4WoAAMWxS.jpg,0
raclette,DTVgRZhX4AEFJB5.jpg,1
chocolate,Dtvn2yZXQAAeQSQ.jpg,1
cheese,DtWXq-oWwAMhEGU.jpg,0
cheese,DtWXq73XQAEUYJy.jpg,1
apple,DTyGG7pX4AArpuh.jpg,0
chocolate,DU_V3i6WAAEtDbO.jpg,0
raspberry,DU-6eTsWAAAWTFb.jpg,0
croissant,DU23ausX4AA4Q3H.jpg,0
chocolate,Du2taXoWsAIZKdF.jpg,1
chicken,DU36c6_WkAMTEO1.jpg,0
salmon,DU36c6_WkAMTEO1.jpg,1
tuna,DU36c6_WkAMTEO1.jpg,1
chicken,DU36cBtXUAEQ852.jpg,1
salmon,DU36cBtXUAEQ852.jpg,0
tuna,DU36cBtXUAEQ852.jpg,0
chocolate,DU3YoGHXUAAZffE.jpg,0
pork,DU4-vUqXcAE3KQU.jpg,1
rice,DU41ZQLW0AI_y8i.jpg,1
cake,Du61j-PWkAAX90H.jpg,0
cake,Du61YKOXgAAjdba.jpg,1
carrot,Du61YKOXgAAjdba.jpg,0
berry,Du8dXPrX0AA2pd0.jpg,0
chocolate,Du8Hy3MXcAA_a43.jpg,0
croissant,Du8Hy3MXcAA_a43.jpg,1
cake,Du8PRqYWoAUZWar.jpg,1
cake,Du8PSPHXQAAoxgK.jpg,1
cake,Du8PTbjWwAAsd9_.jpg,1
ham,DU8WTrtWkAAo0rD.jpg,1
beef,DU8YSdZX0AE5cOc.jpg,1
cream,DU8YSdZX0AE5cOc.jpg,0
sour cream,DU8YSdZX0AE5cOc.jpg,0
banana,DUBCAGtW4AAMGUl.jpg,0
honey,DUbDLUgX4AEY_TS.jpg,0
pasta OR noodles,DuE2CT1XQAIXF1r.jpg,1
sauce,DuE2CT1XQAIXF1r.jpg,0
sauce soya,DuE2CT1XQAIXF1r.jpg,0
shrimp OR prawn,DuE2CT1XQAIXF1r.jpg,1
zucchini,DuE2CT1XQAIXF1r.jpg,1
